;choice_0_0;choice_1_0;choice_2_0;choice_3_0;av_0_0;av_1_0;av_2_0;av_3_0;CHARGING_FUELING_TIME_0_0;CHARGING_FUELING_TIME_1_0;CHARGING_FUELING_TIME_2_0;CHARGING_FUELING_TIME_3_0;PURCHASE_PRICE_0_0;RANGE_0_0;PURCHASE_PRICE_1_0;RANGE_1_0;PURCHASE_PRICE_2_0;RANGE_2_0;PURCHASE_PRICE_3_0;RANGE_3_0
946;0;0;0;1;0;1;1;1;0;2;10;2;0;0;3.888888889;9;3.888888889;4.5;5;4
947;1;0;0;0;1;0;1;1;2;0;25;2;6.666666667;7;0;0;33.33333333;6.5;20;4
948;0;0;0;1;0;1;1;1;0;2;20;2;0;0;16.92307692;9;16.92307692;2.5;16.92307692;6
949;0;0;1;0;1;0;1;0;2;0;20;0;12;5;0;0;15.2;6.5;0;0
950;0;0;0;1;0;1;1;1;0;2;15;2;0;0;37.14285714;5;20;4.5;25.71428571;8
951;0;0;0;1;0;0;1;1;0;0;20;2;0;0;0;0;6.111111111;4.5;4.444444444;4
952;1;0;0;0;1;1;1;0;2;2;10;0;12.72727273;7;9.090909091;7;12.72727273;6.5;0;0
953;0;0;1;0;1;1;1;0;2;2;5;0;9.333333333;5;25.33333333;5;9.333333333;6.5;0;0
954;0;0;1;0;1;1;1;0;2;2;20;0;11.57894737;9;13.68421053;5;5.263157895;4.5;0;0
955;0;0;0;1;1;0;1;1;2;0;10;2;9.090909091;9;0;0;16.36363636;2.5;16.36363636;4
956;0;0;0;1;0;1;1;1;0;2;25;2;0;0;17.14285714;5;37.14285714;4.5;28.57142857;8
957;0;1;0;0;0;1;1;1;0;2;25;2;0;0;17.33333333;5;25.33333333;4.5;17.33333333;8
958;1;0;0;0;1;1;1;0;2;2;10;0;4;9;12;5;20;4.5;0;0
959;1;0;0;0;1;0;1;1;2;0;20;2;16.52173913;9;0;0;6.086956522;2.5;7.826086957;4
960;1;0;0;0;1;1;0;1;2;2;0;2;7.142857143;7;21.42857143;5;0;0;15.71428571;8
961;1;0;0;0;1;1;1;0;2;2;10;0;17.14285714;9;37.14285714;7;20;2.5;0;0
962;0;0;0;1;0;0;1;1;0;0;5;2;0;0;0;0;12.72727273;2.5;27.27272727;6
963;0;0;0;1;1;1;0;1;2;2;0;2;24.44444444;5;6.666666667;9;0;0;24.44444444;6
964;0;0;1;0;1;0;1;1;2;0;10;2;10.76923077;7;0;0;10.76923077;6.5;16.92307692;4
965;0;0;1;0;0;1;1;0;0;2;5;0;0;0;12.38095238;5;6.666666667;4.5;0;0
966;1;0;0;0;1;1;1;0;2;2;15;0;11.30434783;9;16.52173913;7;6.086956522;2.5;0;0
967;0;0;0;1;1;1;0;1;2;2;0;2;10.47619048;5;2.857142857;9;0;0;10.47619048;6
968;0;0;1;0;0;1;1;1;0;2;10;2;0;0;11.42857143;7;18.57142857;6.5;21.42857143;4
969;1;0;0;0;1;0;1;1;2;0;10;2;36;9;0;0;52;4.5;60;4
970;1;0;0;0;1;1;1;0;2;2;5;0;22.22222222;7;28.88888889;9;20;2.5;0;0
971;0;0;1;0;1;0;1;0;2;0;15;0;17.64705882;5;0;0;10.58823529;6.5;0;0
972;0;0;0;1;0;0;1;1;0;0;10;2;0;0;0;0;24.44444444;2.5;33.33333333;6
973;0;0;1;0;1;0;1;0;2;0;25;0;9.473684211;9;0;0;15.78947368;4.5;0;0
974;0;1;0;0;1;1;1;0;2;2;25;0;20;9;10.76923077;7;13.84615385;2.5;0;0
975;1;0;0;0;1;0;1;1;2;0;20;2;70;9;0;0;130;4.5;80;4
976;0;0;0;1;1;0;1;1;2;0;20;2;3.888888889;7;0;0;5;2.5;5;8
977;0;0;1;0;0;1;1;1;0;2;25;2;0;0;25.33333333;7;17.33333333;6.5;12;4
978;0;0;0;1;1;1;0;1;2;2;0;2;17.89473684;5;15.78947368;9;0;0;9.473684211;6
979;0;0;0;1;0;1;1;1;0;2;25;2;0;0;7.222222222;9;3.333333333;4.5;4.444444444;4
980;1;0;0;0;1;1;1;0;2;2;20;0;22.85714286;9;54.28571429;7;20;2.5;0;0
981;0;0;1;0;0;0;1;1;0;0;25;2;0;0;0;0;1.666666667;2.5;5;8
982;0;1;0;0;0;1;1;0;0;2;15;0;0;0;20;5;10.90909091;4.5;0;0
983;0;0;0;1;1;0;1;1;2;0;25;2;7.692307692;9;0;0;13.84615385;2.5;13.84615385;6
984;0;1;0;0;0;1;1;0;0;2;20;0;0;0;7.142857143;9;12.85714286;2.5;0;0
985;0;0;0;1;0;0;1;1;0;0;10;2;0;0;0;0;10;4.5;12.85714286;4
986;0;1;0;0;0;1;1;1;0;2;25;2;0;0;3.529411765;9;20;4.5;12.94117647;4
987;1;0;0;0;1;1;1;0;2;2;15;0;11.57894737;7;9.473684211;5;9.473684211;6.5;0;0
988;0;0;0;1;0;1;1;1;0;2;10;2;0;0;9.090909091;5;18.18181818;6.5;16.36363636;6
989;0;0;1;0;1;0;1;1;2;0;25;2;16.36363636;7;0;0;30.90909091;6.5;16.36363636;4
990;0;0;0;1;0;0;1;1;0;0;20;2;0;0;0;0;5.263157895;4.5;9.473684211;8
991;0;0;1;0;0;1;1;0;0;2;15;0;0;0;11.57894737;9;7.368421053;2.5;0;0
992;1;0;0;0;1;0;1;1;2;0;15;2;4.615384615;9;0;0;13.84615385;4.5;20;4
993;0;0;0;1;0;1;1;1;0;2;25;2;0;0;6.206896552;7;3.448275862;2.5;6.896551724;8
994;0;1;0;0;1;1;0;1;2;2;0;2;28.88888889;7;15.55555556;9;0;0;20;4
995;0;0;1;0;0;1;1;0;0;2;25;0;0;0;9.333333333;7;25.33333333;6.5;0;0
996;0;1;0;0;1;1;1;0;2;2;5;0;24.28571429;5;10;7;18.57142857;6.5;0;0
997;0;0;0;1;1;0;1;1;2;0;25;2;5;7;0;0;3.888888889;6.5;9.444444444;4
998;0;0;1;0;1;0;1;0;2;0;10;0;7.222222222;7;0;0;6.111111111;6.5;0;0
999;0;0;1;0;0;0;1;1;0;0;10;2;0;0;0;0;7.826086957;4.5;9.565217391;4
